match,stroke,event,stroke_type,merged_type,start_frame,end_frame,dataset,class_id
5,77,136,HFL,HFL,29755,29780,Train,0
5,79,139,HFL,HFL,30547,30569,Train,0
5,84,147,HFL,HFL,31790,31810,Train,0
5,92,162,HFL,HFL,32778,32811,Train,0
5,96,170,HFL,HFL,32918,32946,Train,0
5,98,174,HFL,HFL,32981,33029,Train,0
5,103,183,HFL,HFL,33919,33944,Train,0
5,115,204,HFL,HFL,39381,39409,Train,0
5,118,209,HFL,HFL,40023,40040,Train,0
5,136,241,HFL,HFL,42948,42975,Train,0
5,144,255,HFL,HFL,44097,44124,Train,0
5,160,285,HFL,HFL,46916,46943,Train,0
5,164,293,HFL,HFL,47040,47070,Train,0
5,185,330,HFL,HFL,56787,56821,Train,0
5,188,335,HFL,HFL,57349,57383,Train,0
5,194,346,HFL,HFL,58152,58180,Train,0
5,198,354,HFL,HFL,58268,58301,Train,0
5,204,365,HFL,HFL,59136,59168,Train,0
5,211,376,HFL,HFL,61824,61874,Train,0
5,215,383,HFL,HFL,62416,62446,Train,0
5,219,391,HFL,HFL,62549,62573,Train,0
5,226,403,HFL,HFL,63948,63978,Train,0
5,238,422,HFL,HFL,67880,67901,Train,0
5,242,429,HFL,HFL,69016,69036,Train,0
5,244,433,HFL,HFL,69069,69104,Train,0
5,253,449,HFL,HFL,73261,73296,Train,0
5,257,456,HFL,HFL,74016,74056,Train,0
5,267,474,HFL,HFL,76530,76561,Train,0
5,270,479,HFL,HFL,76966,77012,Train,0
5,272,483,HFL,HFL,77044,77074,Train,0
5,276,491,HFL,HFL,77177,77205,Train,0
5,278,495,HFL,HFL,77239,77279,Train,0
5,281,500,HFL,HFL,77981,78001,Train,0
5,286,509,HFL,HFL,78303,78332,Train,0
5,288,513,HFL,HFL,78367,78402,Train,0
5,290,517,HFL,HFL,78436,78478,Train,0
5,298,532,HFL,HFL,79382,79413,Train,0
5,307,548,HFL,HFL,84804,84838,Val,0
5,309,552,HFL,HFL,84873,84904,Val,0
5,323,578,HFL,HFL,87669,87701,Val,0
5,331,592,HFL,HFL,89558,89584,Test,0
5,333,596,HFL,HFL,89616,89651,Test,0
5,338,605,HFL,HFL,90394,90422,Test,0
5,347,621,HFL,HFL,91884,91904,Test,0
5,365,651,HFL,HFL,95626,95667,Test,0
5,369,659,HFL,HFL,95771,95801,Test,0
5,372,664,HFL,HFL,96497,96521,Test,0
5,374,667,HFL,HFL,97019,97041,Test,0
5,379,676,HFL,HFL,101205,101224,Test,0
5,381,680,HFL,HFL,101258,101284,Test,0
5,387,691,HFL,HFL,102252,102282,Test,0
5,391,698,HFL,HFL,103312,103330,Test,0
5,395,706,HFL,HFL,103420,103455,Test,0
5,399,714,HFL,HFL,103571,103598,Test,0
5,406,727,HFL,HFL,105240,105273,Test,0
5,408,731,HFL,HFL,105310,105336,Test,0
5,410,735,HFL,HFL,105367,105402,Test,0
5,412,739,HFL,HFL,105433,105457,Test,0
1,4,7,HFR,HFR,25915,25943,Train,1
1,12,22,HFR,HFR,30749,30768,Train,1
1,18,33,HFR,HFR,31916,31932,Train,1
1,34,62,HFR,HFR,35012,35039,Train,1
1,38,70,HFR,HFR,35158,35193,Train,1
1,41,75,HFR,HFR,36138,36162,Train,1
1,48,88,HFR,HFR,37647,37671,Train,1
1,50,92,HFR,HFR,37716,37743,Train,1
1,52,96,HFR,HFR,37793,37823,Train,1
1,54,100,HFR,HFR,37858,37887,Train,1
1,62,115,HFR,HFR,41549,41577,Train,1
1,81,149,HFR,HFR,45013,45046,Train,1
1,86,158,HFR,HFR,47102,47123,Train,1
1,99,180,HFR,HFR,49763,49786,Train,1
1,102,185,HFR,HFR,50663,50690,Train,1
1,107,194,HFR,HFR,51892,51928,Train,1
1,115,208,HFR,HFR,54262,54291,Train,1
1,120,217,HFR,HFR,60011,60029,Train,1
1,122,221,HFR,HFR,60073,60105,Train,1
1,126,227,HFR,HFR,61568,61582,Train,1
1,135,243,HFR,HFR,64201,64217,Train,1
1,142,255,HFR,HFR,65994,66020,Train,1
1,146,263,HFR,HFR,66117,66157,Train,1
1,148,267,HFR,HFR,66196,66226,Train,1
1,152,275,HFR,HFR,66345,66382,Train,1
1,155,280,HFR,HFR,67765,67781,Train,1
1,162,293,HFR,HFR,69231,69260,Train,1
1,166,301,HFR,HFR,69361,69392,Train,1
1,170,307,HFR,HFR,70866,70893,Train,1
1,172,311,HFR,HFR,70935,70960,Train,1
1,204,367,HFR,HFR,81867,81890,Train,1
1,212,379,HFR,HFR,84696,84712,Train,1
1,217,388,HFR,HFR,85698,85718,Train,1
1,220,393,HFR,HFR,86525,86542,Train,1
1,225,402,HFR,HFR,89569,89589,Val,1
1,229,409,HFR,HFR,91517,91544,Val,1
1,231,412,HFR,HFR,92160,92179,Val,1
1,235,420,HFR,HFR,92285,92318,Val,1
1,242,433,HFR,HFR,93326,93350,Val,1
1,249,445,HFR,HFR,95358,95383,Test,1
1,260,464,HFR,HFR,98223,98247,Test,1
1,270,481,HFR,HFR,101073,101101,Test,1
1,281,499,HFR,HFR,104237,104264,Test,1
1,285,506,HFR,HFR,105229,105253,Test,1
1,296,525,HFR,HFR,111030,111055,Test,1
1,298,529,HFR,HFR,111105,111133,Test,1
1,314,558,HFR,HFR,114671,114696,Test,1
1,320,568,HFR,HFR,116886,116904,Test,1
1,326,580,HFR,HFR,117071,117098,Test,1
2,4,6,HFR,HFR,15156,15172,Train,1
2,8,13,HFR,HFR,16302,16323,Train,1
2,11,18,HFR,HFR,16920,16934,Train,1
2,14,23,HFR,HFR,18194,18216,Train,1
2,16,26,HFR,HFR,18621,18642,Train,1
2,18,29,HFR,HFR,18873,18894,Train,1
2,20,33,HFR,HFR,18928,18952,Train,1
2,24,40,HFR,HFR,19691,19706,Train,1
2,30,51,HFR,HFR,20626,20648,Train,1
2,36,62,HFR,HFR,22153,22172,Train,1
2,39,67,HFR,HFR,22818,22830,Train,1
2,43,74,HFR,HFR,23612,23634,Train,1
2,49,85,HFR,HFR,24617,24647,Train,1
2,59,103,HFR,HFR,26382,26412,Train,1
2,68,119,HFR,HFR,28421,28454,Train,1
2,72,127,HFR,HFR,28562,28590,Train,1
2,75,132,HFR,HFR,29468,29498,Train,1
2,94,165,HFR,HFR,35927,35957,Train,1
2,113,198,HFR,HFR,39626,39653,Train,1
2,124,217,HFR,HFR,41583,41611,Train,1
2,136,238,HFR,HFR,43999,44019,Train,1
2,141,246,HFR,HFR,45091,45118,Train,1
2,151,264,HFR,HFR,47391,47429,Train,1
2,156,272,HFR,HFR,48726,48746,Train,1
2,164,285,HFR,HFR,52459,52478,Train,1
2,166,289,HFR,HFR,52514,52540,Train,1
2,168,293,HFR,HFR,52576,52608,Train,1
2,174,304,HFR,HFR,53517,53540,Train,1
2,176,308,HFR,HFR,53571,53599,Train,1
2,181,317,HFR,HFR,54227,54249,Train,1
2,185,324,HFR,HFR,54867,54880,Train,1
2,192,335,HFR,HFR,56006,56025,Train,1
2,198,347,HFR,HFR,56194,56226,Train,1
2,202,354,HFR,HFR,57627,57643,Train,1
2,205,359,HFR,HFR,58225,58244,Train,1
2,216,378,HFR,HFR,60428,60455,Train,1
2,235,410,HFR,HFR,67059,67088,Train,1
2,253,440,HFR,HFR,71451,71502,Train,1
2,255,444,HFR,HFR,71544,71590,Train,1
2,262,456,HFR,HFR,72799,72833,Train,1
2,277,482,HFR,HFR,76494,76524,Train,1
2,290,505,HFR,HFR,79372,79393,Train,1
2,293,510,HFR,HFR,80191,80209,Train,1
2,295,514,HFR,HFR,80233,80262,Train,1
2,298,519,HFR,HFR,82837,82857,Train,1
2,302,526,HFR,HFR,83297,83324,Train,1
2,304,529,HFR,HFR,83788,83807,Train,1
2,307,534,HFR,HFR,84386,84411,Train,1
2,312,543,HFR,HFR,85184,85213,Train,1
2,314,547,HFR,HFR,85252,85288,Train,1
2,325,567,HFR,HFR,86664,86683,Train,1
2,337,589,HFR,HFR,88269,88292,Train,1
2,358,627,HFR,HFR,91870,91904,Train,1
2,370,648,HFR,HFR,96763,96796,Train,1
2,377,660,HFR,HFR,98342,98375,Train,1
2,389,681,HFR,HFR,100837,100867,Train,1
2,392,686,HFR,HFR,101692,101712,Val,1
2,394,690,HFR,HFR,101755,101785,Val,1
2,395,692,HFR,HFR,102244,102282,Val,1
2,399,699,HFR,HFR,103075,103092,Val,1
2,403,707,HFR,HFR,103189,103219,Val,1
2,410,720,HFR,HFR,104115,104142,Val,1
2,419,737,HFR,HFR,105165,105187,Val,1
2,428,752,HFR,HFR,108958,108983,Test,1
2,433,761,HFR,HFR,109791,109820,Test,1
2,435,764,HFR,HFR,110562,110591,Test,1
2,437,768,HFR,HFR,110627,110660,Test,1
2,442,777,HFR,HFR,111629,111651,Test,1
2,450,792,HFR,HFR,112732,112764,Test,1
2,454,800,HFR,HFR,112859,112893,Test,1
2,461,813,HFR,HFR,114316,114345,Test,1
2,473,834,HFR,HFR,117058,117083,Test,1
2,475,838,HFR,HFR,117126,117147,Test,1
2,485,856,HFR,HFR,118729,118742,Test,1
2,511,903,HFR,HFR,124855,124889,Test,1
2,516,911,HFR,HFR,126073,126091,Test,1
2,518,915,HFR,HFR,126121,126149,Test,1
2,540,955,HFR,HFR,130175,130199,Test,1
2,544,963,HFR,HFR,130301,130318,Test,1
2,553,979,HFR,HFR,134295,134313,Test,1
2,556,984,HFR,HFR,135048,135077,Test,1
3,2,3,HFR,HFR,1992,2012,Train,1
3,4,7,HFR,HFR,2045,2073,Train,1
3,6,11,HFR,HFR,2113,2144,Train,1
3,11,19,HFR,HFR,3410,3432,Train,1
3,15,26,HFR,HFR,4065,4090,Train,1
3,20,35,HFR,HFR,4725,4768,Train,1
3,27,47,HFR,HFR,7218,7251,Train,1
3,29,51,HFR,HFR,7283,7311,Train,1
3,45,81,HFR,HFR,11261,11291,Train,1
3,47,85,HFR,HFR,11325,11359,Train,1
3,62,111,HFR,HFR,14346,14379,Train,1
3,64,115,HFR,HFR,14425,14457,Train,1
3,78,139,HFR,HFR,19514,19553,Train,1
3,80,143,HFR,HFR,19591,19625,Train,1
3,86,155,HFR,HFR,19799,19836,Train,1
3,101,181,HFR,HFR,23568,23605,Train,1
3,104,186,HFR,HFR,24397,24421,Train,1
3,109,195,HFR,HFR,25888,25906,Train,1
3,115,205,HFR,HFR,29596,29616,Train,1
3,132,235,HFR,HFR,33897,33923,Train,1
3,137,244,HFR,HFR,34759,34792,Train,1
3,145,258,HFR,HFR,36300,36348,Train,1
3,149,265,HFR,HFR,37104,37138,Train,1
3,162,288,HFR,HFR,40052,40083,Train,1
3,164,292,HFR,HFR,40119,40157,Train,1
3,173,307,HFR,HFR,44871,44913,Train,1
3,175,311,HFR,HFR,44949,44980,Train,1
3,184,326,HFR,HFR,47214,47243,Train,1
3,187,331,HFR,HFR,47788,47822,Train,1
3,189,335,HFR,HFR,47861,47892,Train,1
3,191,339,HFR,HFR,47933,47965,Train,1
3,207,368,HFR,HFR,52273,52301,Val,1
3,223,396,HFR,HFR,56425,56483,Val,1
3,225,400,HFR,HFR,56518,56555,Val,1
3,243,432,HFR,HFR,63505,63526,Test,1
3,248,441,HFR,HFR,64617,64638,Test,1
3,250,445,HFR,HFR,64667,64701,Test,1
3,252,448,HFR,HFR,65237,65260,Test,1
3,260,461,HFR,HFR,67205,67223,Test,1
3,265,470,HFR,HFR,67903,67926,Test,1
3,267,474,HFR,HFR,67963,67996,Test,1
3,269,478,HFR,HFR,68036,68069,Test,1
3,274,487,HFR,HFR,69110,69143,Test,1
3,279,496,HFR,HFR,70094,70115,Test,1
3,281,500,HFR,HFR,70147,70181,Test,1
3,286,509,HFR,HFR,71377,71417,Test,1
3,288,513,HFR,HFR,71451,71487,Test,1
3,294,523,HFR,HFR,72743,72773,Test,1
3,302,537,HFR,HFR,76655,76697,Test,1
3,304,541,HFR,HFR,76736,76764,Test,1
3,311,554,HFR,HFR,77611,77639,Test,1
3,318,566,HFR,HFR,79106,79146,Test,1
4,14,26,HFR,HFR,6876,6911,Train,1
4,16,30,HFR,HFR,6945,6971,Train,1
4,18,34,HFR,HFR,7004,7034,Train,1
4,20,38,HFR,HFR,7073,7115,Train,1
4,24,46,HFR,HFR,7220,7250,Train,1
4,30,57,HFR,HFR,8468,8495,Train,1
4,34,65,HFR,HFR,8585,8617,Train,1
4,36,69,HFR,HFR,8648,8691,Train,1
4,38,73,HFR,HFR,8726,8761,Train,1
4,42,80,HFR,HFR,9575,9603,Train,1
4,44,84,HFR,HFR,9640,9674,Train,1
4,46,88,HFR,HFR,9713,9751,Train,1
4,75,139,HFR,HFR,16641,16665,Train,1
4,78,144,HFR,HFR,17455,17477,Train,1
4,80,147,HFR,HFR,18095,18122,Train,1
4,82,150,HFR,HFR,18787,18806,Train,1
4,84,153,HFR,HFR,19026,19046,Train,1
4,89,162,HFR,HFR,20131,20148,Train,1
4,91,165,HFR,HFR,20775,20795,Train,1
4,95,172,HFR,HFR,24613,24636,Train,1
4,97,176,HFR,HFR,24670,24700,Train,1
4,103,187,HFR,HFR,25387,25421,Train,1
4,105,191,HFR,HFR,25457,25499,Train,1
4,107,195,HFR,HFR,25534,25570,Train,1
4,109,199,HFR,HFR,25603,25631,Train,1
4,113,207,HFR,HFR,25722,25757,Train,1
4,115,211,HFR,HFR,25791,25819,Train,1
4,117,215,HFR,HFR,25853,25890,Train,1
4,119,219,HFR,HFR,25923,25954,Train,1
4,122,224,HFR,HFR,27101,27119,Train,1
4,128,234,HFR,HFR,28362,28377,Train,1
4,132,242,HFR,HFR,28483,28517,Train,1
4,138,253,HFR,HFR,29764,29804,Train,1
4,144,264,HFR,HFR,30582,30610,Train,1
4,152,278,HFR,HFR,32514,32548,Train,1
4,160,293,HFR,HFR,33652,33684,Train,1
4,182,330,HFR,HFR,39466,39493,Train,1
4,184,334,HFR,HFR,39525,39554,Train,1
4,205,375,HFR,HFR,41637,41676,Train,1
4,207,379,HFR,HFR,41721,41755,Train,1
4,211,387,HFR,HFR,41858,41886,Train,1
4,218,400,HFR,HFR,43165,43198,Train,1
4,222,408,HFR,HFR,43290,43326,Train,1
4,226,416,HFR,HFR,43421,43450,Train,1
4,230,423,HFR,HFR,45157,45176,Train,1
4,232,426,HFR,HFR,45790,45807,Train,1
4,235,431,HFR,HFR,46659,46680,Train,1
4,240,440,HFR,HFR,49993,50022,Train,1
4,242,444,HFR,HFR,50061,50092,Train,1
4,254,466,HFR,HFR,51990,52020,Train,1
4,256,470,HFR,HFR,52054,52086,Train,1
4,263,483,HFR,HFR,53522,53538,Train,1
4,267,491,HFR,HFR,53631,53667,Train,1
4,273,503,HFR,HFR,53851,53879,Train,1
4,280,515,HFR,HFR,55356,55375,Train,1
4,282,519,HFR,HFR,55404,55437,Train,1
4,291,536,HFR,HFR,57063,57094,Train,1
4,301,555,HFR,HFR,58152,58194,Train,1
4,313,576,HFR,HFR,62812,62848,Train,1
4,317,583,HFR,HFR,63396,63426,Train,1
4,321,591,HFR,HFR,63528,63561,Train,1
4,323,595,HFR,HFR,63607,63619,Train,1
4,331,610,HFR,HFR,64750,64782,Train,1
4,342,631,HFR,HFR,66321,66342,Train,1
4,344,635,HFR,HFR,66389,66431,Train,1
4,348,642,HFR,HFR,67177,67209,Train,1
4,352,650,HFR,HFR,67321,67350,Train,1
4,355,655,HFR,HFR,68883,68914,Train,1
4,357,659,HFR,HFR,68942,68972,Train,1
4,359,663,HFR,HFR,69013,69030,Train,1
4,365,674,HFR,HFR,70058,70092,Train,1
4,373,688,HFR,HFR,71667,71702,Train,1
4,379,698,HFR,HFR,72840,72872,Train,1
4,383,705,HFR,HFR,73614,73652,Train,1
4,385,709,HFR,HFR,73686,73719,Train,1
4,387,713,HFR,HFR,73746,73778,Train,1
4,389,717,HFR,HFR,73808,73838,Train,1
4,404,742,HFR,HFR,77823,77853,Train,1
4,409,751,HFR,HFR,78705,78748,Train,1
4,411,755,HFR,HFR,78787,78821,Train,1
4,415,763,HFR,HFR,78914,78948,Train,1
4,417,767,HFR,HFR,78977,79011,Train,1
4,421,774,HFR,HFR,79975,80025,Train,1
4,424,779,HFR,HFR,80637,80673,Train,1
4,427,784,HFR,HFR,80942,80982,Train,1
4,429,788,HFR,HFR,81017,81047,Train,1
4,431,792,HFR,HFR,81076,81103,Train,1
4,433,796,HFR,HFR,81137,81169,Train,1
4,437,804,HFR,HFR,81275,81313,Train,1
4,440,809,HFR,HFR,82706,82726,Train,1
4,442,813,HFR,HFR,82755,82793,Train,1
4,444,817,HFR,HFR,82824,82865,Train,1
4,450,828,HFR,HFR,83973,83997,Train,1
4,452,832,HFR,HFR,84032,84066,Train,1
4,457,841,HFR,HFR,87257,87277,Train,1
4,459,844,HFR,HFR,87827,87847,Train,1
4,461,848,HFR,HFR,87889,87919,Train,1
4,463,852,HFR,HFR,87955,87991,Train,1
4,468,860,HFR,HFR,89733,89747,Train,1
4,470,863,HFR,HFR,90286,90307,Train,1
4,477,875,HFR,HFR,91593,91621,Train,1
4,479,879,HFR,HFR,91656,91679,Train,1
4,483,887,HFR,HFR,91772,91806,Train,1
4,496,910,HFR,HFR,94229,94258,Train,1
4,498,914,HFR,HFR,94294,94329,Train,1
4,510,936,HFR,HFR,96383,96414,Train,1
4,513,941,HFR,HFR,96965,96992,Train,1
4,520,955,HFR,HFR,97708,97723,Train,1
4,533,977,HFR,HFR,100653,100682,Train,1
4,556,1017,HFR,HFR,107251,107285,Train,1
4,563,1029,HFR,HFR,108624,108668,Train,1
4,571,1043,HFR,HFR,110968,110996,Train,1
4,577,1055,HFR,HFR,111156,111200,Train,1
4,585,1069,HFR,HFR,112380,112418,Train,1
4,587,1073,HFR,HFR,112458,112474,Train,1
4,595,1086,HFR,HFR,114465,114495,Train,1
4,597,1090,HFR,HFR,114535,114563,Train,1
4,602,1098,HFR,HFR,118162,118185,Train,1
4,604,1101,HFR,HFR,118671,118694,Train,1
4,608,1108,HFR,HFR,119216,119246,Train,1
4,631,1149,HFR,HFR,123245,123277,Train,1
4,659,1198,HFR,HFR,128073,128103,Train,1
4,672,1222,HFR,HFR,132672,132703,Train,1
4,674,1226,HFR,HFR,132738,132769,Train,1
4,687,1247,HFR,HFR,136633,136651,Train,1
4,693,1257,HFR,HFR,137390,137407,Train,1
4,695,1260,HFR,HFR,137824,137847,Train,1
4,698,1265,HFR,HFR,138547,138577,Train,1
4,702,1272,HFR,HFR,141490,141521,Train,1
4,704,1275,HFR,HFR,142083,142107,Train,1
4,706,1278,HFR,HFR,142651,142675,Train,1
4,708,1281,HFR,HFR,143028,143059,Train,1
4,710,1285,HFR,HFR,143113,143137,Train,1
4,714,1292,HFR,HFR,144036,144058,Train,1
4,718,1299,HFR,HFR,145459,145482,Train,1
4,720,1303,HFR,HFR,145517,145547,Train,1
4,730,1321,HFR,HFR,147843,147866,Train,1
4,732,1324,HFR,HFR,148643,148659,Train,1
4,738,1336,HFR,HFR,148824,148851,Train,1
4,740,1340,HFR,HFR,148889,148920,Train,1
4,742,1344,HFR,HFR,148955,148984,Train,1
4,744,1348,HFR,HFR,149011,149042,Train,1
4,746,1352,HFR,HFR,149078,149114,Train,1
4,748,1356,HFR,HFR,149160,149200,Train,1
4,758,1375,HFR,HFR,150579,150602,Train,1
4,765,1388,HFR,HFR,152475,152494,Train,1
4,767,1392,HFR,HFR,152526,152556,Train,1
4,769,1396,HFR,HFR,152587,152618,Train,1
4,776,1407,HFR,HFR,155217,155238,Train,1
4,778,1411,HFR,HFR,155272,155300,Train,1
4,782,1418,HFR,HFR,156260,156277,Train,1
4,786,1426,HFR,HFR,156366,156400,Train,1
4,788,1430,HFR,HFR,156435,156469,Train,1
4,792,1438,HFR,HFR,156565,156601,Train,1
4,798,1449,HFR,HFR,158125,158168,Train,1
4,800,1453,HFR,HFR,158201,158237,Train,1
4,810,1473,HFR,HFR,158505,158546,Train,1
4,815,1482,HFR,HFR,159729,159757,Train,1
4,824,1498,HFR,HFR,164760,164782,Train,1
4,828,1504,HFR,HFR,165859,165882,Train,1
4,832,1511,HFR,HFR,166726,166748,Train,1
4,834,1514,HFR,HFR,167200,167221,Train,1
4,836,1518,HFR,HFR,167265,167296,Train,1
4,840,1526,HFR,HFR,167391,167420,Train,1
4,842,1529,HFR,HFR,168703,168725,Train,1
4,853,1548,HFR,HFR,170594,170617,Train,1
4,857,1556,HFR,HFR,170707,170739,Train,1
4,859,1560,HFR,HFR,170770,170803,Train,1
4,862,1565,HFR,HFR,171457,171480,Train,1
4,864,1569,HFR,HFR,171516,171549,Train,1
4,871,1581,HFR,HFR,173709,173729,Train,1
4,873,1585,HFR,HFR,173761,173792,Train,1
4,879,1595,HFR,HFR,175745,175782,Train,1
4,889,1614,HFR,HFR,176905,176939,Train,1
4,897,1629,HFR,HFR,178241,178277,Train,1
4,908,1648,HFR,HFR,180059,180103,Train,1
4,918,1666,HFR,HFR,181720,181754,Train,1
4,920,1670,HFR,HFR,181788,181819,Train,1
4,931,1689,HFR,HFR,183798,183832,Train,1
4,935,1697,HFR,HFR,183923,183950,Train,1
4,937,1701,HFR,HFR,183988,184038,Train,1
4,964,1748,HFR,HFR,190996,191013,Train,1
4,970,1760,HFR,HFR,191175,191189,Train,1
4,973,1765,HFR,HFR,192682,192702,Train,1
4,975,1768,HFR,HFR,193231,193253,Train,1
4,978,1773,HFR,HFR,194026,194046,Train,1
4,983,1782,HFR,HFR,194801,194827,Train,1
4,987,1789,HFR,HFR,197636,197654,Train,1
4,989,1792,HFR,HFR,197847,197872,Train,1
4,997,1808,HFR,HFR,198106,198155,Train,1
4,1001,1815,HFR,HFR,199349,199366,Train,1
4,1010,1830,HFR,HFR,200614,200645,Train,1
4,1012,1833,HFR,HFR,201248,201272,Train,1
4,1015,1838,HFR,HFR,201972,202003,Train,1
4,1025,1856,HFR,HFR,203800,203827,Train,1
4,1029,1863,HFR,HFR,204836,204875,Train,1
4,1035,1873,HFR,HFR,206467,206491,Train,1
4,1048,1896,HFR,HFR,208537,208562,Train,1
4,1071,1939,HFR,HFR,211596,211636,Train,1
4,1084,1964,HFR,HFR,212994,213030,Train,1
4,1086,1968,HFR,HFR,213065,213100,Train,1
4,1094,1982,HFR,HFR,215277,215303,Train,1
4,1096,1986,HFR,HFR,215335,215365,Train,1
4,1111,2011,HFR,HFR,221031,221055,Train,1
4,1113,2015,HFR,HFR,221095,221135,Train,1
4,1116,2020,HFR,HFR,221939,221957,Train,1
4,1118,2023,HFR,HFR,222186,222208,Train,1
4,1126,2038,HFR,HFR,223365,223390,Train,1
4,1130,2045,HFR,HFR,224514,224539,Train,1
4,1132,2049,HFR,HFR,224572,224601,Train,1
4,1137,2058,HFR,HFR,225674,225695,Train,1
4,1144,2071,HFR,HFR,226817,226845,Train,1
4,1148,2078,HFR,HFR,228042,228062,Train,1
4,1151,2083,HFR,HFR,228978,228998,Train,1
4,1156,2092,HFR,HFR,229967,229986,Train,1
4,1161,2100,HFR,HFR,233371,233391,Train,1
4,1163,2103,HFR,HFR,233766,233794,Train,1
4,1173,2120,HFR,HFR,236582,236614,Train,1
4,1181,2133,HFR,HFR,238351,238384,Train,1
4,1194,2157,HFR,HFR,240332,240359,Train,1
4,1196,2161,HFR,HFR,240390,240421,Train,1
4,1206,2179,HFR,HFR,244077,244111,Train,1
4,1210,2186,HFR,HFR,244832,244856,Train,1
4,1214,2193,HFR,HFR,245614,245648,Train,1
4,1216,2197,HFR,HFR,245686,245718,Train,1
4,1218,2200,HFR,HFR,247271,247293,Train,1
4,1222,2206,HFR,HFR,248071,248094,Train,1
4,1230,2221,HFR,HFR,249169,249191,Train,1
4,1232,2224,HFR,HFR,249739,249760,Train,1
4,1236,2231,HFR,HFR,253061,253083,Train,1
4,1238,2234,HFR,HFR,253321,253342,Train,1
4,1244,2245,HFR,HFR,254176,254197,Train,1
4,1248,2253,HFR,HFR,254285,254316,Train,1
4,1250,2257,HFR,HFR,254346,254364,Train,1
4,1252,2260,HFR,HFR,254992,255012,Train,1
4,1255,2265,HFR,HFR,255874,255895,Train,1
4,1257,2269,HFR,HFR,255926,255953,Train,1
4,1261,2276,HFR,HFR,257030,257053,Train,1
4,1265,2284,HFR,HFR,257143,257174,Train,1
4,1268,2289,HFR,HFR,258340,258375,Train,1
4,1277,2306,HFR,HFR,259582,259612,Train,1
4,1281,2313,HFR,HFR,260479,260506,Train,1
4,1284,2318,HFR,HFR,261087,261115,Train,1
4,1292,2333,HFR,HFR,262177,262203,Train,1
4,1294,2337,HFR,HFR,262223,262249,Train,1
4,1300,2348,HFR,HFR,263716,263753,Train,1
4,1307,2361,HFR,HFR,265019,265055,Train,1
4,1311,2368,HFR,HFR,266249,266285,Train,1
4,1323,2388,HFR,HFR,271013,271036,Train,1
4,1325,2392,HFR,HFR,271065,271100,Train,1
4,1333,2408,HFR,HFR,271345,271371,Train,1
4,1342,2424,HFR,HFR,272708,272737,Train,1
4,1348,2434,HFR,HFR,273838,273871,Train,1
4,1350,2438,HFR,HFR,273910,273936,Train,1
4,1355,2446,HFR,HFR,275868,275894,Train,1
4,1357,2450,HFR,HFR,275934,275965,Train,1
4,1362,2459,HFR,HFR,276990,277009,Train,1
4,1364,2463,HFR,HFR,277046,277081,Train,1
4,1367,2468,HFR,HFR,278057,278081,Train,1
4,1369,2471,HFR,HFR,278314,278333,Train,1
4,1371,2475,HFR,HFR,278371,278401,Train,1
4,1373,2479,HFR,HFR,278428,278454,Train,1
4,1375,2483,HFR,HFR,278470,278484,Train,1
4,1382,2495,HFR,HFR,280915,280944,Train,1
4,1384,2499,HFR,HFR,280975,280997,Train,1
4,1388,2507,HFR,HFR,281109,281146,Train,1
4,1392,2514,HFR,HFR,282344,282365,Train,1
4,1398,2525,HFR,HFR,285316,285335,Train,1
4,1400,2529,HFR,HFR,285369,285402,Train,1
4,1408,2544,HFR,HFR,286174,286199,Train,1
4,1413,2553,HFR,HFR,287507,287532,Train,1
4,1415,2557,HFR,HFR,287565,287601,Train,1
4,1422,2569,HFR,HFR,290409,290451,Train,1
4,1432,2585,HFR,HFR,293264,293301,Train,1
4,1434,2589,HFR,HFR,293334,293361,Train,1
4,1436,2593,HFR,HFR,293393,293427,Train,1
4,1440,2600,HFR,HFR,294516,294555,Train,1
4,1447,2612,HFR,HFR,297470,297494,Train,1
4,1451,2620,HFR,HFR,297589,297617,Train,1
4,1453,2624,HFR,HFR,297657,297693,Train,1
4,1457,2631,HFR,HFR,298604,298633,Train,1
4,1461,2639,HFR,HFR,298738,298773,Train,1
4,1463,2643,HFR,HFR,298812,298850,Train,1
4,1465,2647,HFR,HFR,298902,298937,Train,1
4,1471,2658,HFR,HFR,299732,299775,Train,1
4,1478,2671,HFR,HFR,300759,300786,Train,1
4,1480,2674,HFR,HFR,302921,302941,Train,1
4,1484,2680,HFR,HFR,304126,304143,Train,1
4,1488,2687,HFR,HFR,305294,305319,Train,1
4,1490,2690,HFR,HFR,305646,305675,Train,1
4,1492,2694,HFR,HFR,305714,305744,Train,1
4,1494,2698,HFR,HFR,305776,305815,Train,1
4,1496,2702,HFR,HFR,305861,305894,Train,1
4,1498,2705,HFR,HFR,306840,306861,Train,1
4,1500,2709,HFR,HFR,306908,306937,Train,1
4,1504,2716,HFR,HFR,309694,309715,Val,1
4,1506,2719,HFR,HFR,310040,310062,Val,1
4,1508,2722,HFR,HFR,310422,310444,Val,1
4,1510,2726,HFR,HFR,310489,310518,Val,1
4,1513,2731,HFR,HFR,310954,310979,Val,1
4,1515,2734,HFR,HFR,311249,311272,Val,1
4,1519,2741,HFR,HFR,312470,312508,Val,1
4,1531,2762,HFR,HFR,314280,314309,Val,1
4,1533,2766,HFR,HFR,314338,314368,Val,1
4,1537,2774,HFR,HFR,314454,314485,Val,1
4,1541,2781,HFR,HFR,315361,315396,Val,1
