match,rally,stroke,stroke_type,merged_type,class_id
3,45,17,Bottom-Net-Lift,Bottom-Net-Lift,5
3,45,23,Bottom-Net-Lift,Bottom-Net-Lift,5
3,46,10,Bottom-Net-Lift,Bottom-Net-Lift,5
3,48,2,Bottom-Net-Lift,Bottom-Net-Lift,5
3,48,6,Bottom-Net-Lift,Bottom-Net-Lift,5
3,49,16,Bottom-Net-Lift,Bottom-Net-Lift,5
3,50,5,Bottom-Net-Lift,Bottom-Net-Lift,5
3,51,9,Bottom-Net-Lift,Bottom-Net-Lift,5
3,52,6,Bottom-Net-Lift,Bottom-Net-Lift,5
3,53,3,Bottom-Net-Lift,Bottom-Net-Lift,5
3,53,7,Bottom-Net-Lift,Bottom-Net-Lift,5
3,55,6,Bottom-Net-Lift,Bottom-Net-Lift,5
3,55,24,Bottom-Net-Lift,Bottom-Net-Lift,5
3,58,2,Bottom-Net-Lift,Bottom-Net-Lift,5
3,58,8,Bottom-Net-Lift,Bottom-Net-Lift,5
3,58,10,Bottom-Net-Lift,Bottom-Net-Lift,5
3,59,2,Bottom-Net-Lift,Bottom-Net-Lift,5
3,60,5,Bottom-Net-Lift,Bottom-Net-Lift,5
3,61,4,Bottom-Net-Lift,Bottom-Net-Lift,5
5,1,2,Bottom-Net-Lift,Bottom-Net-Lift,5
5,2,2,Bottom-Net-Lift,Bottom-Net-Lift,5
5,2,4,Bottom-Net-Lift,Bottom-Net-Lift,5
5,2,6,Bottom-Net-Lift,Bottom-Net-Lift,5
5,2,8,Bottom-Net-Lift,Bottom-Net-Lift,5
5,2,16,Bottom-Net-Lift,Bottom-Net-Lift,5
5,3,4,Bottom-Net-Lift,Bottom-Net-Lift,5
5,5,2,Bottom-Net-Lift,Bottom-Net-Lift,5
5,5,8,Bottom-Net-Lift,Bottom-Net-Lift,5
5,5,20,Bottom-Net-Lift,Bottom-Net-Lift,5
5,5,28,Bottom-Net-Lift,Bottom-Net-Lift,5
5,5,44,Bottom-Net-Lift,Bottom-Net-Lift,5
5,6,2,Bottom-Net-Lift,Bottom-Net-Lift,5
5,7,3,Bottom-Net-Lift,Bottom-Net-Lift,5
5,9,5,Bottom-Net-Lift,Bottom-Net-Lift,5
5,11,5,Bottom-Net-Lift,Bottom-Net-Lift,5
5,11,7,Bottom-Net-Lift,Bottom-Net-Lift,5
5,12,3,Bottom-Net-Lift,Bottom-Net-Lift,5
5,12,11,Bottom-Net-Lift,Bottom-Net-Lift,5
5,14,2,Bottom-Net-Lift,Bottom-Net-Lift,5
5,15,2,Bottom-Net-Lift,Bottom-Net-Lift,5
5,15,10,Bottom-Net-Lift,Bottom-Net-Lift,5
5,15,18,Bottom-Net-Lift,Bottom-Net-Lift,5
5,15,28,Bottom-Net-Lift,Bottom-Net-Lift,5
5,16,11,Bottom-Net-Lift,Bottom-Net-Lift,5
5,16,15,Bottom-Net-Lift,Bottom-Net-Lift,5
5,16,31,Bottom-Net-Lift,Bottom-Net-Lift,5
5,17,4,Bottom-Net-Lift,Bottom-Net-Lift,5
5,19,2,Bottom-Net-Lift,Bottom-Net-Lift,5
5,21,6,Bottom-Net-Lift,Bottom-Net-Lift,5
5,21,12,Bottom-Net-Lift,Bottom-Net-Lift,5
5,21,14,Bottom-Net-Lift,Bottom-Net-Lift,5
5,21,16,Bottom-Net-Lift,Bottom-Net-Lift,5
5,21,18,Bottom-Net-Lift,Bottom-Net-Lift,5
5,22,3,Bottom-Net-Lift,Bottom-Net-Lift,5
5,23,17,Bottom-Net-Lift,Bottom-Net-Lift,5
5,24,2,Bottom-Net-Lift,Bottom-Net-Lift,5
5,25,2,Bottom-Net-Lift,Bottom-Net-Lift,5
5,27,2,Bottom-Net-Lift,Bottom-Net-Lift,5
5,27,6,Bottom-Net-Lift,Bottom-Net-Lift,5
5,27,14,Bottom-Net-Lift,Bottom-Net-Lift,5
5,30,2,Bottom-Net-Lift,Bottom-Net-Lift,5
5,31,3,Bottom-Net-Lift,Bottom-Net-Lift,5
5,31,7,Bottom-Net-Lift,Bottom-Net-Lift,5
5,31,9,Bottom-Net-Lift,Bottom-Net-Lift,5
5,31,11,Bottom-Net-Lift,Bottom-Net-Lift,5
5,32,11,Bottom-Net-Lift,Bottom-Net-Lift,5
5,32,13,Bottom-Net-Lift,Bottom-Net-Lift,5
5,32,17,Bottom-Net-Lift,Bottom-Net-Lift,5
5,33,5,Bottom-Net-Lift,Bottom-Net-Lift,5
5,33,9,Bottom-Net-Lift,Bottom-Net-Lift,5
5,36,2,Bottom-Net-Lift,Bottom-Net-Lift,5
5,36,16,Bottom-Net-Lift,Bottom-Net-Lift,5
5,36,18,Bottom-Net-Lift,Bottom-Net-Lift,5
5,36,26,Bottom-Net-Lift,Bottom-Net-Lift,5
5,36,32,Bottom-Net-Lift,Bottom-Net-Lift,5
5,38,16,Bottom-Net-Lift,Bottom-Net-Lift,5
5,40,7,Bottom-Net-Lift,Bottom-Net-Lift,5
5,41,2,Bottom-Net-Lift,Bottom-Net-Lift,5
5,41,6,Bottom-Net-Lift,Bottom-Net-Lift,5
5,41,16,Bottom-Net-Lift,Bottom-Net-Lift,5
5,41,22,Bottom-Net-Lift,Bottom-Net-Lift,5
5,41,28,Bottom-Net-Lift,Bottom-Net-Lift,5
5,41,32,Bottom-Net-Lift,Bottom-Net-Lift,5
5,41,36,Bottom-Net-Lift,Bottom-Net-Lift,5
5,41,40,Bottom-Net-Lift,Bottom-Net-Lift,5
5,42,3,Bottom-Net-Lift,Bottom-Net-Lift,5
5,42,7,Bottom-Net-Lift,Bottom-Net-Lift,5
5,42,9,Bottom-Net-Lift,Bottom-Net-Lift,5
5,44,5,Bottom-Net-Lift,Bottom-Net-Lift,5
5,44,11,Bottom-Net-Lift,Bottom-Net-Lift,5
5,45,2,Bottom-Net-Lift,Bottom-Net-Lift,5
5,45,8,Bottom-Net-Lift,Bottom-Net-Lift,5
5,46,2,Bottom-Net-Lift,Bottom-Net-Lift,5
5,46,4,Bottom-Net-Lift,Bottom-Net-Lift,5
5,46,10,Bottom-Net-Lift,Bottom-Net-Lift,5
5,47,2,Bottom-Net-Lift,Bottom-Net-Lift,5
5,48,2,Bottom-Net-Lift,Bottom-Net-Lift,5
5,49,20,Bottom-Net-Lift,Bottom-Net-Lift,5
5,50,9,Bottom-Net-Lift,Bottom-Net-Lift,5
5,50,23,Bottom-Net-Lift,Bottom-Net-Lift,5
5,50,27,Bottom-Net-Lift,Bottom-Net-Lift,5
5,51,2,Bottom-Net-Lift,Bottom-Net-Lift,5
5,53,3,Bottom-Net-Lift,Bottom-Net-Lift,5
5,55,2,Bottom-Net-Lift,Bottom-Net-Lift,5
5,56,2,Bottom-Net-Lift,Bottom-Net-Lift,5
5,60,17,Bottom-Net-Lift,Bottom-Net-Lift,5
5,61,2,Bottom-Net-Lift,Bottom-Net-Lift,5
5,61,12,Bottom-Net-Lift,Bottom-Net-Lift,5
5,61,16,Bottom-Net-Lift,Bottom-Net-Lift,5
5,62,5,Bottom-Net-Lift,Bottom-Net-Lift,5
5,64,4,Bottom-Net-Lift,Bottom-Net-Lift,5
5,66,11,Bottom-Net-Lift,Bottom-Net-Lift,5
5,66,15,Bottom-Net-Lift,Bottom-Net-Lift,5
5,67,2,Bottom-Net-Lift,Bottom-Net-Lift,5
5,67,12,Bottom-Net-Lift,Bottom-Net-Lift,5
5,68,2,Bottom-Net-Lift,Bottom-Net-Lift,5
5,68,8,Bottom-Net-Lift,Bottom-Net-Lift,5
5,70,7,Bottom-Net-Lift,Bottom-Net-Lift,5
5,70,13,Bottom-Net-Lift,Bottom-Net-Lift,5
5,71,2,Bottom-Net-Lift,Bottom-Net-Lift,5
5,72,11,Bottom-Net-Lift,Bottom-Net-Lift,5
5,74,4,Bottom-Net-Lift,Bottom-Net-Lift,5
5,75,4,Bottom-Net-Lift,Bottom-Net-Lift,5
5,77,3,Bottom-Net-Lift,Bottom-Net-Lift,5
5,78,4,Bottom-Net-Lift,Bottom-Net-Lift,5
5,78,8,Bottom-Net-Lift,Bottom-Net-Lift,5
6,2,3,Bottom-Net-Lift,Bottom-Net-Lift,5
6,3,2,Bottom-Net-Lift,Bottom-Net-Lift,5
6,3,10,Bottom-Net-Lift,Bottom-Net-Lift,5
6,3,16,Bottom-Net-Lift,Bottom-Net-Lift,5
6,4,2,Bottom-Net-Lift,Bottom-Net-Lift,5
6,6,11,Bottom-Net-Lift,Bottom-Net-Lift,5
6,7,2,Bottom-Net-Lift,Bottom-Net-Lift,5
6,9,7,Bottom-Net-Lift,Bottom-Net-Lift,5
6,9,19,Bottom-Net-Lift,Bottom-Net-Lift,5
6,9,23,Bottom-Net-Lift,Bottom-Net-Lift,5
6,10,2,Bottom-Net-Lift,Bottom-Net-Lift,5
6,10,10,Bottom-Net-Lift,Bottom-Net-Lift,5
6,10,12,Bottom-Net-Lift,Bottom-Net-Lift,5
6,13,4,Bottom-Net-Lift,Bottom-Net-Lift,5
6,14,2,Bottom-Net-Lift,Bottom-Net-Lift,5
6,14,8,Bottom-Net-Lift,Bottom-Net-Lift,5
6,15,13,Bottom-Net-Lift,Bottom-Net-Lift,5
6,17,2,Bottom-Net-Lift,Bottom-Net-Lift,5
6,17,6,Bottom-Net-Lift,Bottom-Net-Lift,5
6,17,10,Bottom-Net-Lift,Bottom-Net-Lift,5
6,17,22,Bottom-Net-Lift,Bottom-Net-Lift,5
6,18,13,Bottom-Net-Lift,Bottom-Net-Lift,5
6,19,8,Bottom-Net-Lift,Bottom-Net-Lift,5
6,19,18,Bottom-Net-Lift,Bottom-Net-Lift,5
6,19,22,Bottom-Net-Lift,Bottom-Net-Lift,5
6,19,30,Bottom-Net-Lift,Bottom-Net-Lift,5
6,20,3,Bottom-Net-Lift,Bottom-Net-Lift,5
6,20,9,Bottom-Net-Lift,Bottom-Net-Lift,5
6,20,11,Bottom-Net-Lift,Bottom-Net-Lift,5
6,21,3,Bottom-Net-Lift,Bottom-Net-Lift,5
6,25,2,Bottom-Net-Lift,Bottom-Net-Lift,5
6,26,3,Bottom-Net-Lift,Bottom-Net-Lift,5
6,27,9,Bottom-Net-Lift,Bottom-Net-Lift,5
6,29,9,Bottom-Net-Lift,Bottom-Net-Lift,5
6,30,3,Bottom-Net-Lift,Bottom-Net-Lift,5
6,30,11,Bottom-Net-Lift,Bottom-Net-Lift,5
6,30,15,Bottom-Net-Lift,Bottom-Net-Lift,5
6,30,17,Bottom-Net-Lift,Bottom-Net-Lift,5
6,32,4,Bottom-Net-Lift,Bottom-Net-Lift,5
6,32,6,Bottom-Net-Lift,Bottom-Net-Lift,5
6,32,8,Bottom-Net-Lift,Bottom-Net-Lift,5
6,33,9,Bottom-Net-Lift,Bottom-Net-Lift,5
6,33,15,Bottom-Net-Lift,Bottom-Net-Lift,5
6,36,5,Bottom-Net-Lift,Bottom-Net-Lift,5
6,38,3,Bottom-Net-Lift,Bottom-Net-Lift,5
6,38,7,Bottom-Net-Lift,Bottom-Net-Lift,5
6,40,3,Bottom-Net-Lift,Bottom-Net-Lift,5
6,40,11,Bottom-Net-Lift,Bottom-Net-Lift,5
6,41,2,Bottom-Net-Lift,Bottom-Net-Lift,5
6,41,14,Bottom-Net-Lift,Bottom-Net-Lift,5
6,41,20,Bottom-Net-Lift,Bottom-Net-Lift,5
6,41,22,Bottom-Net-Lift,Bottom-Net-Lift,5
6,41,24,Bottom-Net-Lift,Bottom-Net-Lift,5
6,42,2,Bottom-Net-Lift,Bottom-Net-Lift,5
6,43,6,Bottom-Net-Lift,Bottom-Net-Lift,5
6,44,2,Bottom-Net-Lift,Bottom-Net-Lift,5
6,45,2,Bottom-Net-Lift,Bottom-Net-Lift,5
6,46,2,Bottom-Net-Lift,Bottom-Net-Lift,5
6,47,2,Bottom-Net-Lift,Bottom-Net-Lift,5
6,47,6,Bottom-Net-Lift,Bottom-Net-Lift,5
6,47,8,Bottom-Net-Lift,Bottom-Net-Lift,5
6,48,5,Bottom-Net-Lift,Bottom-Net-Lift,5
6,48,9,Bottom-Net-Lift,Bottom-Net-Lift,5
6,49,4,Bottom-Net-Lift,Bottom-Net-Lift,5
6,50,12,Bottom-Net-Lift,Bottom-Net-Lift,5
6,52,9,Bottom-Net-Lift,Bottom-Net-Lift,5
6,53,7,Bottom-Net-Lift,Bottom-Net-Lift,5
6,55,2,Bottom-Net-Lift,Bottom-Net-Lift,5
6,56,4,Bottom-Net-Lift,Bottom-Net-Lift,5
6,56,12,Bottom-Net-Lift,Bottom-Net-Lift,5
6,56,16,Bottom-Net-Lift,Bottom-Net-Lift,5
6,58,2,Bottom-Net-Lift,Bottom-Net-Lift,5
6,58,10,Bottom-Net-Lift,Bottom-Net-Lift,5
6,58,14,Bottom-Net-Lift,Bottom-Net-Lift,5
6,58,16,Bottom-Net-Lift,Bottom-Net-Lift,5
6,58,28,Bottom-Net-Lift,Bottom-Net-Lift,5
6,58,32,Bottom-Net-Lift,Bottom-Net-Lift,5
6,59,2,Bottom-Net-Lift,Bottom-Net-Lift,5
6,61,9,Bottom-Net-Lift,Bottom-Net-Lift,5
6,61,11,Bottom-Net-Lift,Bottom-Net-Lift,5
6,62,3,Bottom-Net-Lift,Bottom-Net-Lift,5
6,63,2,Bottom-Net-Lift,Bottom-Net-Lift,5
6,68,6,Bottom-Net-Lift,Bottom-Net-Lift,5
6,69,4,Bottom-Net-Lift,Bottom-Net-Lift,5
6,69,8,Bottom-Net-Lift,Bottom-Net-Lift,5
6,71,12,Bottom-Net-Lift,Bottom-Net-Lift,5
6,71,16,Bottom-Net-Lift,Bottom-Net-Lift,5
6,71,28,Bottom-Net-Lift,Bottom-Net-Lift,5
6,71,36,Bottom-Net-Lift,Bottom-Net-Lift,5
6,73,4,Bottom-Net-Lift,Bottom-Net-Lift,5
6,73,8,Bottom-Net-Lift,Bottom-Net-Lift,5
6,75,2,Bottom-Net-Lift,Bottom-Net-Lift,5
6,76,5,Bottom-Net-Lift,Bottom-Net-Lift,5
6,77,2,Bottom-Net-Lift,Bottom-Net-Lift,5
6,77,6,Bottom-Net-Lift,Bottom-Net-Lift,5
6,77,16,Bottom-Net-Lift,Bottom-Net-Lift,5
6,77,26,Bottom-Net-Lift,Bottom-Net-Lift,5
6,79,3,Bottom-Net-Lift,Bottom-Net-Lift,5
6,80,3,Bottom-Net-Lift,Bottom-Net-Lift,5
6,80,5,Bottom-Net-Lift,Bottom-Net-Lift,5
6,80,13,Bottom-Net-Lift,Bottom-Net-Lift,5
6,80,21,Bottom-Net-Lift,Bottom-Net-Lift,5
6,83,2,Bottom-Net-Lift,Bottom-Net-Lift,5
6,84,2,Bottom-Net-Lift,Bottom-Net-Lift,5
6,84,4,Bottom-Net-Lift,Bottom-Net-Lift,5
6,84,6,Bottom-Net-Lift,Bottom-Net-Lift,5
6,84,8,Bottom-Net-Lift,Bottom-Net-Lift,5
6,84,10,Bottom-Net-Lift,Bottom-Net-Lift,5
6,84,14,Bottom-Net-Lift,Bottom-Net-Lift,5
6,84,18,Bottom-Net-Lift,Bottom-Net-Lift,5
6,84,20,Bottom-Net-Lift,Bottom-Net-Lift,5
6,85,8,Bottom-Net-Lift,Bottom-Net-Lift,5
6,85,10,Bottom-Net-Lift,Bottom-Net-Lift,5
6,85,14,Bottom-Net-Lift,Bottom-Net-Lift,5
6,86,2,Bottom-Net-Lift,Bottom-Net-Lift,5
6,87,5,Bottom-Net-Lift,Bottom-Net-Lift,5
6,87,11,Bottom-Net-Lift,Bottom-Net-Lift,5
6,89,2,Bottom-Net-Lift,Bottom-Net-Lift,5
6,90,5,Bottom-Net-Lift,Bottom-Net-Lift,5
6,91,4,Bottom-Net-Lift,Bottom-Net-Lift,5
6,92,2,Bottom-Net-Lift,Bottom-Net-Lift,5
6,92,6,Bottom-Net-Lift,Bottom-Net-Lift,5
6,92,8,Bottom-Net-Lift,Bottom-Net-Lift,5
6,93,11,Bottom-Net-Lift,Bottom-Net-Lift,5
6,95,6,Bottom-Net-Lift,Bottom-Net-Lift,5
6,95,12,Bottom-Net-Lift,Bottom-Net-Lift,5
6,95,22,Bottom-Net-Lift,Bottom-Net-Lift,5
6,95,24,Bottom-Net-Lift,Bottom-Net-Lift,5
6,98,2,Bottom-Net-Lift,Bottom-Net-Lift,5
6,98,12,Bottom-Net-Lift,Bottom-Net-Lift,5
6,101,2,Bottom-Net-Lift,Bottom-Net-Lift,5
6,102,16,Bottom-Net-Lift,Bottom-Net-Lift,5
6,103,2,Bottom-Net-Lift,Bottom-Net-Lift,5
6,103,8,Bottom-Net-Lift,Bottom-Net-Lift,5
6,103,10,Bottom-Net-Lift,Bottom-Net-Lift,5
6,104,2,Bottom-Net-Lift,Bottom-Net-Lift,5
6,105,7,Bottom-Net-Lift,Bottom-Net-Lift,5
6,105,11,Bottom-Net-Lift,Bottom-Net-Lift,5
6,105,17,Bottom-Net-Lift,Bottom-Net-Lift,5
6,106,3,Bottom-Net-Lift,Bottom-Net-Lift,5
6,106,13,Bottom-Net-Lift,Bottom-Net-Lift,5
6,106,17,Bottom-Net-Lift,Bottom-Net-Lift,5
6,106,21,Bottom-Net-Lift,Bottom-Net-Lift,5
6,108,2,Bottom-Net-Lift,Bottom-Net-Lift,5
6,108,16,Bottom-Net-Lift,Bottom-Net-Lift,5
6,110,4,Bottom-Net-Lift,Bottom-Net-Lift,5
6,110,6,Bottom-Net-Lift,Bottom-Net-Lift,5
6,110,8,Bottom-Net-Lift,Bottom-Net-Lift,5
6,110,10,Bottom-Net-Lift,Bottom-Net-Lift,5
6,111,10,Bottom-Net-Lift,Bottom-Net-Lift,5
6,111,16,Bottom-Net-Lift,Bottom-Net-Lift,5
6,112,10,Bottom-Net-Lift,Bottom-Net-Lift,5
6,112,14,Bottom-Net-Lift,Bottom-Net-Lift,5
7,1,2,Bottom-Net-Lift,Bottom-Net-Lift,5
7,1,10,Bottom-Net-Lift,Bottom-Net-Lift,5
7,2,2,Bottom-Net-Lift,Bottom-Net-Lift,5
7,2,4,Bottom-Net-Lift,Bottom-Net-Lift,5
7,2,8,Bottom-Net-Lift,Bottom-Net-Lift,5
7,2,10,Bottom-Net-Lift,Bottom-Net-Lift,5
7,2,12,Bottom-Net-Lift,Bottom-Net-Lift,5
7,4,16,Bottom-Net-Lift,Bottom-Net-Lift,5
7,4,20,Bottom-Net-Lift,Bottom-Net-Lift,5
7,4,28,Bottom-Net-Lift,Bottom-Net-Lift,5
7,4,30,Bottom-Net-Lift,Bottom-Net-Lift,5
7,5,7,Bottom-Net-Lift,Bottom-Net-Lift,5
7,7,3,Bottom-Net-Lift,Bottom-Net-Lift,5
7,9,2,Bottom-Net-Lift,Bottom-Net-Lift,5
7,10,11,Bottom-Net-Lift,Bottom-Net-Lift,5
7,10,19,Bottom-Net-Lift,Bottom-Net-Lift,5
7,10,21,Bottom-Net-Lift,Bottom-Net-Lift,5
7,12,5,Bottom-Net-Lift,Bottom-Net-Lift,5
7,12,11,Bottom-Net-Lift,Bottom-Net-Lift,5
7,12,13,Bottom-Net-Lift,Bottom-Net-Lift,5
7,13,6,Bottom-Net-Lift,Bottom-Net-Lift,5
7,14,6,Bottom-Net-Lift,Bottom-Net-Lift,5
7,15,2,Bottom-Net-Lift,Bottom-Net-Lift,5
7,15,36,Bottom-Net-Lift,Bottom-Net-Lift,5
7,16,5,Bottom-Net-Lift,Bottom-Net-Lift,5
7,17,7,Bottom-Net-Lift,Bottom-Net-Lift,5
7,17,15,Bottom-Net-Lift,Bottom-Net-Lift,5
7,18,2,Bottom-Net-Lift,Bottom-Net-Lift,5
7,19,2,Bottom-Net-Lift,Bottom-Net-Lift,5
7,19,8,Bottom-Net-Lift,Bottom-Net-Lift,5
7,20,5,Bottom-Net-Lift,Bottom-Net-Lift,5
7,21,2,Bottom-Net-Lift,Bottom-Net-Lift,5
7,21,6,Bottom-Net-Lift,Bottom-Net-Lift,5
7,21,12,Bottom-Net-Lift,Bottom-Net-Lift,5
7,21,14,Bottom-Net-Lift,Bottom-Net-Lift,5
7,21,18,Bottom-Net-Lift,Bottom-Net-Lift,5
7,21,20,Bottom-Net-Lift,Bottom-Net-Lift,5
7,21,26,Bottom-Net-Lift,Bottom-Net-Lift,5
7,22,7,Bottom-Net-Lift,Bottom-Net-Lift,5
7,23,2,Bottom-Net-Lift,Bottom-Net-Lift,5
7,23,6,Bottom-Net-Lift,Bottom-Net-Lift,5
7,25,5,Bottom-Net-Lift,Bottom-Net-Lift,5
7,25,9,Bottom-Net-Lift,Bottom-Net-Lift,5
7,26,2,Bottom-Net-Lift,Bottom-Net-Lift,5
7,28,9,Bottom-Net-Lift,Bottom-Net-Lift,5
7,30,2,Bottom-Net-Lift,Bottom-Net-Lift,5
7,30,10,Bottom-Net-Lift,Bottom-Net-Lift,5
7,30,16,Bottom-Net-Lift,Bottom-Net-Lift,5
7,30,20,Bottom-Net-Lift,Bottom-Net-Lift,5
7,31,3,Bottom-Net-Lift,Bottom-Net-Lift,5
7,32,5,Bottom-Net-Lift,Bottom-Net-Lift,5
7,32,9,Bottom-Net-Lift,Bottom-Net-Lift,5
7,33,2,Bottom-Net-Lift,Bottom-Net-Lift,5
7,34,10,Bottom-Net-Lift,Bottom-Net-Lift,5
7,34,14,Bottom-Net-Lift,Bottom-Net-Lift,5
7,35,9,Bottom-Net-Lift,Bottom-Net-Lift,5
7,36,5,Bottom-Net-Lift,Bottom-Net-Lift,5
7,37,9,Bottom-Net-Lift,Bottom-Net-Lift,5
7,37,13,Bottom-Net-Lift,Bottom-Net-Lift,5
7,37,15,Bottom-Net-Lift,Bottom-Net-Lift,5
7,38,4,Bottom-Net-Lift,Bottom-Net-Lift,5
7,38,8,Bottom-Net-Lift,Bottom-Net-Lift,5
7,40,2,Bottom-Net-Lift,Bottom-Net-Lift,5
7,41,6,Bottom-Net-Lift,Bottom-Net-Lift,5
7,41,10,Bottom-Net-Lift,Bottom-Net-Lift,5
7,41,14,Bottom-Net-Lift,Bottom-Net-Lift,5
7,41,18,Bottom-Net-Lift,Bottom-Net-Lift,5
7,43,2,Bottom-Net-Lift,Bottom-Net-Lift,5
7,46,9,Bottom-Net-Lift,Bottom-Net-Lift,5
7,49,4,Bottom-Net-Lift,Bottom-Net-Lift,5
7,50,2,Bottom-Net-Lift,Bottom-Net-Lift,5
7,50,12,Bottom-Net-Lift,Bottom-Net-Lift,5
7,51,3,Bottom-Net-Lift,Bottom-Net-Lift,5
7,52,4,Bottom-Net-Lift,Bottom-Net-Lift,5
7,52,6,Bottom-Net-Lift,Bottom-Net-Lift,5
7,52,14,Bottom-Net-Lift,Bottom-Net-Lift,5
7,52,18,Bottom-Net-Lift,Bottom-Net-Lift,5
7,52,24,Bottom-Net-Lift,Bottom-Net-Lift,5
7,52,32,Bottom-Net-Lift,Bottom-Net-Lift,5
7,53,2,Bottom-Net-Lift,Bottom-Net-Lift,5
7,53,6,Bottom-Net-Lift,Bottom-Net-Lift,5
7,53,8,Bottom-Net-Lift,Bottom-Net-Lift,5
7,54,7,Bottom-Net-Lift,Bottom-Net-Lift,5
7,55,11,Bottom-Net-Lift,Bottom-Net-Lift,5
7,57,4,Bottom-Net-Lift,Bottom-Net-Lift,5
7,58,3,Bottom-Net-Lift,Bottom-Net-Lift,5
7,60,4,Bottom-Net-Lift,Bottom-Net-Lift,5
7,60,16,Bottom-Net-Lift,Bottom-Net-Lift,5
7,60,22,Bottom-Net-Lift,Bottom-Net-Lift,5
7,61,6,Bottom-Net-Lift,Bottom-Net-Lift,5
7,63,3,Bottom-Net-Lift,Bottom-Net-Lift,5
7,63,9,Bottom-Net-Lift,Bottom-Net-Lift,5
7,64,2,Bottom-Net-Lift,Bottom-Net-Lift,5
7,64,6,Bottom-Net-Lift,Bottom-Net-Lift,5
7,65,4,Bottom-Net-Lift,Bottom-Net-Lift,5
7,66,3,Bottom-Net-Lift,Bottom-Net-Lift,5
7,66,11,Bottom-Net-Lift,Bottom-Net-Lift,5
7,66,15,Bottom-Net-Lift,Bottom-Net-Lift,5
7,69,4,Bottom-Net-Lift,Bottom-Net-Lift,5
7,70,3,Bottom-Net-Lift,Bottom-Net-Lift,5
7,70,7,Bottom-Net-Lift,Bottom-Net-Lift,5
7,71,3,Bottom-Net-Lift,Bottom-Net-Lift,5
7,71,7,Bottom-Net-Lift,Bottom-Net-Lift,5
7,71,15,Bottom-Net-Lift,Bottom-Net-Lift,5
7,71,23,Bottom-Net-Lift,Bottom-Net-Lift,5
7,72,7,Bottom-Net-Lift,Bottom-Net-Lift,5
7,72,13,Bottom-Net-Lift,Bottom-Net-Lift,5
7,75,6,Bottom-Net-Lift,Bottom-Net-Lift,5
7,76,6,Bottom-Net-Lift,Bottom-Net-Lift,5
7,76,12,Bottom-Net-Lift,Bottom-Net-Lift,5
7,76,26,Bottom-Net-Lift,Bottom-Net-Lift,5
7,76,30,Bottom-Net-Lift,Bottom-Net-Lift,5
7,77,4,Bottom-Net-Lift,Bottom-Net-Lift,5
7,78,3,Bottom-Net-Lift,Bottom-Net-Lift,5
7,78,7,Bottom-Net-Lift,Bottom-Net-Lift,5
7,78,11,Bottom-Net-Lift,Bottom-Net-Lift,5
7,78,15,Bottom-Net-Lift,Bottom-Net-Lift,5
7,79,2,Bottom-Net-Lift,Bottom-Net-Lift,5
7,80,3,Bottom-Net-Lift,Bottom-Net-Lift,5
7,81,6,Bottom-Net-Lift,Bottom-Net-Lift,5
7,81,10,Bottom-Net-Lift,Bottom-Net-Lift,5
7,81,22,Bottom-Net-Lift,Bottom-Net-Lift,5
7,83,3,Bottom-Net-Lift,Bottom-Net-Lift,5
7,83,13,Bottom-Net-Lift,Bottom-Net-Lift,5
7,83,15,Bottom-Net-Lift,Bottom-Net-Lift,5
7,83,17,Bottom-Net-Lift,Bottom-Net-Lift,5
7,83,27,Bottom-Net-Lift,Bottom-Net-Lift,5
7,84,2,Bottom-Net-Lift,Bottom-Net-Lift,5
7,84,18,Bottom-Net-Lift,Bottom-Net-Lift,5
7,85,2,Bottom-Net-Lift,Bottom-Net-Lift,5
7,86,6,Bottom-Net-Lift,Bottom-Net-Lift,5
7,88,4,Bottom-Net-Lift,Bottom-Net-Lift,5
7,88,10,Bottom-Net-Lift,Bottom-Net-Lift,5
7,89,2,Bottom-Net-Lift,Bottom-Net-Lift,5
7,91,2,Bottom-Net-Lift,Bottom-Net-Lift,5
7,91,6,Bottom-Net-Lift,Bottom-Net-Lift,5
7,92,5,Bottom-Net-Lift,Bottom-Net-Lift,5
7,93,7,Bottom-Net-Lift,Bottom-Net-Lift,5
7,93,9,Bottom-Net-Lift,Bottom-Net-Lift,5
7,96,5,Bottom-Net-Lift,Bottom-Net-Lift,5
7,96,9,Bottom-Net-Lift,Bottom-Net-Lift,5
7,96,13,Bottom-Net-Lift,Bottom-Net-Lift,5
7,96,21,Bottom-Net-Lift,Bottom-Net-Lift,5
7,97,2,Bottom-Net-Lift,Bottom-Net-Lift,5
7,97,4,Bottom-Net-Lift,Bottom-Net-Lift,5
7,97,8,Bottom-Net-Lift,Bottom-Net-Lift,5
7,98,3,Bottom-Net-Lift,Bottom-Net-Lift,5
7,99,3,Bottom-Net-Lift,Bottom-Net-Lift,5
7,100,10,Bottom-Net-Lift,Bottom-Net-Lift,5
7,102,6,Bottom-Net-Lift,Bottom-Net-Lift,5
7,102,10,Bottom-Net-Lift,Bottom-Net-Lift,5
7,103,7,Bottom-Net-Lift,Bottom-Net-Lift,5
7,104,3,Bottom-Net-Lift,Bottom-Net-Lift,5
7,104,7,Bottom-Net-Lift,Bottom-Net-Lift,5
7,105,6,Bottom-Net-Lift,Bottom-Net-Lift,5
7,107,5,Bottom-Net-Lift,Bottom-Net-Lift,5
7,107,15,Bottom-Net-Lift,Bottom-Net-Lift,5
